"process","genes","gene_set_short","immune_system","immune_sub_system","immune_tissue","go_term","set_size"
"MONOCYTE","SPACA3","Monocyte","Innate","Cell","APC","Manual",34
"MONOCYTE","P0DOX3","Monocyte","Innate","Cell","APC","Manual",34
"MONOCYTE","CCL3L1","Monocyte","Innate","Cell","APC","Manual",34
"MONOCYTE","CX3CL1","Monocyte","Innate","Cell","APC","Manual",34
"MONOCYTE","IL6R","Monocyte","Innate","Cell","APC","Manual",34
"MONOCYTE","CCL3","Monocyte","Innate","Cell","APC","Manual",34
"MONOCYTE","CCL18","Monocyte","Innate","Cell","APC","Manual",34
"MONOCYTE","CCL1","Monocyte","Innate","Cell","APC","Manual",34
"MONOCYTE","CCL7","Monocyte","Innate","Cell","APC","Manual",34
"MONOCYTE","LGALS3","Monocyte","Innate","Cell","APC","Manual",34
"MONOCYTE","CTSG","Monocyte","Innate","Cell","APC","Manual",34
"MONOCYTE","XCL1","Monocyte","Innate","Cell","APC","Manual",34
"MONOCYTE","CCL5","Monocyte","Innate","Cell","APC","Manual",34
"MONOCYTE","CCL2","Monocyte","Innate","Cell","APC","Manual",34
"MONOCYTE","CCL23","Monocyte","Innate","Cell","APC","Manual",34
"MONOCYTE","FLT1","Monocyte","Innate","Cell","APC","Manual",34
"MONOCYTE","CCL4","Monocyte","Innate","Cell","APC","Manual",34
"MONOCYTE","CCL4L1","Monocyte","Innate","Cell","APC","Manual",34
"MONOCYTE","CCL24","Monocyte","Innate","Cell","APC","Manual",34
"MONOCYTE","CCR2","Monocyte","Innate","Cell","APC","Manual",34
"MONOCYTE","CCL20","Monocyte","Innate","Cell","APC","Manual",34
"MONOCYTE","RPS19","Monocyte","Innate","Cell","APC","Manual",34
"MONOCYTE","CCL8","Monocyte","Innate","Cell","APC","Manual",34
"MONOCYTE","S100A12","Monocyte","Innate","Cell","APC","Manual",34
"MONOCYTE","JAML","Monocyte","Innate","Cell","APC","Manual",34
"MONOCYTE","SIRPA","Monocyte","Innate","Cell","APC","Manual",34
"MONOCYTE","PECAM1","Monocyte","Innate","Cell","APC","Manual",34
"MONOCYTE","MPL","Monocyte","Innate","Cell","APC","Manual",34
"MONOCYTE ACTIVATION","AZU1","Activation, Monocyte","Innate","APC","Monocyte","GO:0042117",6
"MONOCYTE ACTIVATION","HYAL2","Activation, Monocyte","Innate","APC","Monocyte","GO:0042117",6
"MONOCYTE ACTIVATION","MT1G","Activation, Monocyte","Innate","APC","Monocyte","GO:0042117",6
"MONOCYTE ACTIVATION","CSF1","Activation, Monocyte","Innate","APC","Monocyte","GO:0042117",6
"MONOCYTE ACTIVATION","SPACA3","Activation, Monocyte","Innate","APC","Monocyte","GO:0042117",6
"MONOCYTE ACTIVATION","P0DOX3","Activation, Monocyte","Innate","APC","Monocyte","GO:0042117",6
"MONOCYTE ACTIVATION","ADAM10","Activation, Monocyte","Innate","APC","Monocyte","GO:0042117",6
"MONOCYTE ACTIVATION","NPY","Activation, Monocyte","Innate","APC","Monocyte","GO:0042117",6
"MONOCYTE ACTIVATION","ADAM9","Activation, Monocyte","Innate","APC","Monocyte","GO:0042117",6
"MONOCYTE ACTIVATION","FOXP1","Activation, Monocyte","Innate","APC","Monocyte","GO:0042117",6
"MONOCYTE CHEMOTAXIS","CCL3L1","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","CX3CL1","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","IL6R","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","CCL3","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","CCL18","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","CCL1","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","CCL7","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","LGALS3","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","CTSG","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","XCL1","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","CCL5","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","CCL2","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","CCL23","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","FLT1","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","CCL4","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","CCL4L1","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","CCL24","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","CCR2","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","CCL20","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","RPS19","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","CCL8","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","S100A12","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","ANXA1","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","CALCA","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","IL6","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","PDGFB","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","PTPRO","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","CCL11","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","CCL13","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","CCL14","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","CCL15","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","CCL16","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","CCL17","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","CCL19","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","CCL21","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","CCL22","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","CCL25","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","XCL2","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","TNFSF11","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","TNFRSF11A","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","CCL26","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","DEFB104A","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","CCL3L3","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","DEFB104B","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE CHEMOTAXIS","MSMP","Chemotaxis, Monocyte","Innate","APC","Monocyte","GO:0002548",22
"MONOCYTE EXTRAVASATION","CCR2","Extravasation, Monocyte","Innate","APC","Monocyte","GO:0035696",4
"MONOCYTE EXTRAVASATION","JAML","Extravasation, Monocyte","Innate","APC","Monocyte","GO:0035696",4
"MONOCYTE EXTRAVASATION","SIRPA","Extravasation, Monocyte","Innate","APC","Monocyte","GO:0035696",4
"MONOCYTE EXTRAVASATION","PECAM1","Extravasation, Monocyte","Innate","APC","Monocyte","GO:0035696",4
"MONOCYTE HOMEOSTASIS","MPL","Homeostasis, Monocyte","Innate","APC","Monocyte","GO:0035702",2
"MONOCYTE HOMEOSTASIS","CSF1","Homeostasis, Monocyte","Innate","APC","Monocyte","GO:0035702",2
"MONOCYTE HOMEOSTASIS","SH2B3","Homeostasis, Monocyte","Innate","APC","Monocyte","GO:0035702",2
"MONONUCLEAR CELL MIGRATION","LGALS3","Migration, Mononuclear cell","Innate","Lymphocytes","Mononuclear cells","GO:0071674",1
"MUCOSA-ASSOCIATED LYMPHOID TISSUE DEVELOPMENT","NKX2-3","Development, Lymphoid tissue, Mucosa","General","Mucosa","Undefined","GO:0048537",1
"MUCOSAL IMMUNE RESPONSE","OTUD7B","Immune response, Mucosa","General","Immune response","Mucosa","GO:0002385",4
"MUCOSAL IMMUNE RESPONSE","CD160","Immune response, Mucosa","General","Immune response","Mucosa","GO:0002385",4
"MUCOSAL IMMUNE RESPONSE","IFNL2","Immune response, Mucosa","General","Immune response","Mucosa","GO:0002385",4
"MUCOSAL IMMUNE RESPONSE","IFNLR1","Immune response, Mucosa","General","Immune response","Mucosa","GO:0002385",4
"MUCOSAL IMMUNE RESPONSE","FFAR3","Immune response, Mucosa","General","Immune response","Mucosa","GO:0002385",4
"MUCOSAL IMMUNE RESPONSE","FFAR2","Immune response, Mucosa","General","Immune response","Mucosa","GO:0002385",4
"MYD88-DEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY","TLR4","PRR, TLR MyD88 dep","Innate","PRR","All","GO:0002755",5
"MYD88-DEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY","REG3G","PRR, TLR MyD88 dep","Innate","PRR","All","GO:0002755",5
"MYD88-DEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY","HSPD1","PRR, TLR MyD88 dep","Innate","PRR","All","GO:0002755",5
"MYD88-DEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY","TIRAP","PRR, TLR MyD88 dep","Innate","PRR","All","GO:0002755",5
"MYD88-DEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY","BTK","PRR, TLR MyD88 dep","Innate","PRR","All","GO:0002755",5
"MYD88-DEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY","IRAK1","PRR, TLR MyD88 dep","Innate","PRR","All","GO:0002755",5
"MYD88-DEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY","IRAK2","PRR, TLR MyD88 dep","Innate","PRR","All","GO:0002755",5
"MYD88-DEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY","MYD88","PRR, TLR MyD88 dep","Innate","PRR","All","GO:0002755",5
"MYD88-DEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY","MAP3K7","PRR, TLR MyD88 dep","Innate","PRR","All","GO:0002755",5
"MYD88-DEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY","TRAF6","PRR, TLR MyD88 dep","Innate","PRR","All","GO:0002755",5
"MYD88-DEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY","TNIP1","PRR, TLR MyD88 dep","Innate","PRR","All","GO:0002755",5
"MYD88-DEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY","TLR6","PRR, TLR MyD88 dep","Innate","PRR","All","GO:0002755",5
"MYD88-DEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY","IRAK3","PRR, TLR MyD88 dep","Innate","PRR","All","GO:0002755",5
"MYD88-DEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY","IRAK4","PRR, TLR MyD88 dep","Innate","PRR","All","GO:0002755",5
"MYD88-DEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY","TLR9","PRR, TLR MyD88 dep","Innate","PRR","All","GO:0002755",5
"MYD88-INDEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY","TICAM1","PRR, TLR MyD88 indep","Innate","PRR","All","GO:0002756",1
"MYD88-INDEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY","TNIP3","PRR, TLR MyD88 indep","Innate","PRR","All","GO:0002756",1
"MYELOID CELL HOMEOSTASIS","FANCC","Homeostasis, Myeloid cell","Innate","Cellular","NK T cell","GO:0002262",6
"MYELOID CELL HOMEOSTASIS","NCKAP1L","Homeostasis, Myeloid cell","Innate","Cellular","NK T cell","GO:0002262",6
"MYELOID CELL HOMEOSTASIS","SOD1","Homeostasis, Myeloid cell","Innate","Cellular","NK T cell","GO:0002262",6
"MYELOID CELL HOMEOSTASIS","BAX","Homeostasis, Myeloid cell","Innate","Cellular","NK T cell","GO:0002262",6
"MYELOID CELL HOMEOSTASIS","HAMP","Homeostasis, Myeloid cell","Innate","Cellular","NK T cell","GO:0002262",6
"MYELOID CELL HOMEOSTASIS","ITPKB","Homeostasis, Myeloid cell","Innate","Cellular","NK T cell","GO:0002262",6
"MYELOID CELL HOMEOSTASIS","BAK1","Homeostasis, Myeloid cell","Innate","Cellular","NK T cell","GO:0002262",6
"MYELOID CELL HOMEOSTASIS","BCL2L11","Homeostasis, Myeloid cell","Innate","Cellular","NK T cell","GO:0002262",6
"MYELOID CELL HOMEOSTASIS","NCSTN","Homeostasis, Myeloid cell","Innate","Cellular","NK T cell","GO:0002262",6
"MYELOID CELL HOMEOSTASIS","FOXP3","Homeostasis, Myeloid cell","Innate","Cellular","NK T cell","GO:0002262",6
"MYELOID DENDRITIC CELL ACTIVATION","HMGB1","Activation, Dendritic cell, Myeloid","Innate","APC","Dendritic cell","GO:0001773",1
"MYELOID DENDRITIC CELL ACTIVATION","PYCARD","Activation, Dendritic cell, Myeloid","Innate","APC","Dendritic cell","GO:0001773",1
"MYELOID DENDRITIC CELL ANTIGEN PROCESSING AND PRESENTATION","HLA-DRB3","APP, Dendritic cell, Myeloid","Innate","APC","Dendritic cell","GO:0002469",1
"MYELOID DENDRITIC CELL ANTIGEN PROCESSING AND PRESENTATION","HLA-DRA","APP, Dendritic cell, Myeloid","Innate","APC","Dendritic cell","GO:0002469",1
"MYELOID DENDRITIC CELL ANTIGEN PROCESSING AND PRESENTATION","HLA-DRB1","APP, Dendritic cell, Myeloid","Innate","APC","Dendritic cell","GO:0002469",1
"MYELOID DENDRITIC CELL CHEMOTAXIS","CCR7","Chemotaxis, Dendritic cell, Myeloid","Innate","APC","Dendritic cell","GO:0002408",2
"MYELOID DENDRITIC CELL CHEMOTAXIS","ARHGEF5","Chemotaxis, Dendritic cell, Myeloid","Innate","APC","Dendritic cell","GO:0002408",2
"MYELOID DENDRITIC CELL CHEMOTAXIS","CCL19","Chemotaxis, Dendritic cell, Myeloid","Innate","APC","Dendritic cell","GO:0002408",2
"MYELOID DENDRITIC CELL DIFFERENTIATION","SPI1","Differentiation, Myeloid Dendritic cell","Innate","APC","Dendritic cell","GO:0043011",8
"MYELOID DENDRITIC CELL DIFFERENTIATION","BATF2","Differentiation, Myeloid Dendritic cell","Innate","APC","Dendritic cell","GO:0043011",8
"MYELOID DENDRITIC CELL DIFFERENTIATION","TGFBR2","Differentiation, Myeloid Dendritic cell","Innate","APC","Dendritic cell","GO:0043011",8
"MYELOID DENDRITIC CELL DIFFERENTIATION","NOTCH2","Differentiation, Myeloid Dendritic cell","Innate","APC","Dendritic cell","GO:0043011",8
"MYELOID DENDRITIC CELL DIFFERENTIATION","LTBR","Differentiation, Myeloid Dendritic cell","Innate","APC","Dendritic cell","GO:0043011",8
"MYELOID DENDRITIC CELL DIFFERENTIATION","PSEN1","Differentiation, Myeloid Dendritic cell","Innate","APC","Dendritic cell","GO:0043011",8
"MYELOID DENDRITIC CELL DIFFERENTIATION","RELB","Differentiation, Myeloid Dendritic cell","Innate","APC","Dendritic cell","GO:0043011",8
"MYELOID DENDRITIC CELL DIFFERENTIATION","RBPJ","Differentiation, Myeloid Dendritic cell","Innate","APC","Dendritic cell","GO:0043011",8
"MYELOID DENDRITIC CELL DIFFERENTIATION","CAMK4","Differentiation, Myeloid Dendritic cell","Innate","APC","Dendritic cell","GO:0043011",8
"MYELOID DENDRITIC CELL DIFFERENTIATION","CSF2","Differentiation, Myeloid Dendritic cell","Innate","APC","Dendritic cell","GO:0043011",8
"MYELOID DENDRITIC CELL DIFFERENTIATION","IL4","Differentiation, Myeloid Dendritic cell","Innate","APC","Dendritic cell","GO:0043011",8
"MYELOID DENDRITIC CELL DIFFERENTIATION","IRF4","Differentiation, Myeloid Dendritic cell","Innate","APC","Dendritic cell","GO:0043011",8
"MYELOID DENDRITIC CELL DIFFERENTIATION","TRAF6","Differentiation, Myeloid Dendritic cell","Innate","APC","Dendritic cell","GO:0043011",8
"MYELOID DENDRITIC CELL DIFFERENTIATION","DHRS2","Differentiation, Myeloid Dendritic cell","Innate","APC","Dendritic cell","GO:0043011",8
"MYELOID DENDRITIC CELL DIFFERENTIATION","UBD","Differentiation, Myeloid Dendritic cell","Innate","APC","Dendritic cell","GO:0043011",8
"MYELOID DENDRITIC CELL DIFFERENTIATION","BATF","Differentiation, Myeloid Dendritic cell","Innate","APC","Dendritic cell","GO:0043011",8
"MYELOID DENDRITIC CELL DIFFERENTIATION","BATF3","Differentiation, Myeloid Dendritic cell","Innate","APC","Dendritic cell","GO:0043011",8
"MYELOID DENDRITIC CELL DIFFERENTIATION","DCSTAMP","Differentiation, Myeloid Dendritic cell","Innate","APC","Dendritic cell","GO:0043011",8
"MYELOID LEUKOCYTE MIGRATION","CSF1","Migration, Myeloid leukocyte","General","Cells","Leukocyte","GO:0097529",4
"MYELOID LEUKOCYTE MIGRATION","PAFAH1B1","Migration, Myeloid leukocyte","General","Cells","Leukocyte","GO:0097529",4
"MYELOID LEUKOCYTE MIGRATION","PIK3R1","Migration, Myeloid leukocyte","General","Cells","Leukocyte","GO:0097529",4
"MYELOID LEUKOCYTE MIGRATION","NF1","Migration, Myeloid leukocyte","General","Cells","Leukocyte","GO:0097529",4
"NATURAL KILLER CELL ACTIVATION","IL12B","Activation, NK cell","Innate","Cells","NK cell","GO:0030101",8
"NATURAL KILLER CELL ACTIVATION","PRDX1","Activation, NK cell","Innate","Cells","NK cell","GO:0030101",8
"NATURAL KILLER CELL ACTIVATION","GATA3","Activation, NK cell","Innate","Cells","NK cell","GO:0030101",8
"NATURAL KILLER CELL ACTIVATION","KLRK1","Activation, NK cell","Innate","Cells","NK cell","GO:0030101",8
"NATURAL KILLER CELL ACTIVATION","BAG6","Activation, NK cell","Innate","Cells","NK cell","GO:0030101",8
"NATURAL KILLER CELL ACTIVATION","FCGR3A","Activation, NK cell","Innate","Cells","NK cell","GO:0030101",8
"NATURAL KILLER CELL ACTIVATION","IL2","Activation, NK cell","Innate","Cells","NK cell","GO:0030101",8
"NATURAL KILLER CELL ACTIVATION","RASGRP1","Activation, NK cell","Innate","Cells","NK cell","GO:0030101",8
"NATURAL KILLER CELL ACTIVATION","CASP8","Activation, NK cell","Innate","Cells","NK cell","GO:0030101",8
"NATURAL KILLER CELL ACTIVATION","CD2","Activation, NK cell","Innate","Cells","NK cell","GO:0030101",8
"NATURAL KILLER CELL ACTIVATION","IFNB1","Activation, NK cell","Innate","Cells","NK cell","GO:0030101",8
"NATURAL KILLER CELL ACTIVATION","IL2RB","Activation, NK cell","Innate","Cells","NK cell","GO:0030101",8
"NATURAL KILLER CELL ACTIVATION","IL18","Activation, NK cell","Innate","Cells","NK cell","GO:0030101",8
"NATURAL KILLER CELL ACTIVATION","KIR3DS1","Activation, NK cell","Innate","Cells","NK cell","GO:0030101",8
"NATURAL KILLER CELL ACTIVATION","PIK3CD","Activation, NK cell","Innate","Cells","NK cell","GO:0030101",8
"NATURAL KILLER CELL ACTIVATION","IL18R1","Activation, NK cell","Innate","Cells","NK cell","GO:0030101",8
"NATURAL KILLER CELL ACTIVATION","NCR1","Activation, NK cell","Innate","Cells","NK cell","GO:0030101",8
"NATURAL KILLER CELL ACTIVATION","IL21R","Activation, NK cell","Innate","Cells","NK cell","GO:0030101",8
"NATURAL KILLER CELL ACTIVATION","IFNK","Activation, NK cell","Innate","Cells","NK cell","GO:0030101",8
"NATURAL KILLER CELL ACTIVATION","SLAMF7","Activation, NK cell","Innate","Cells","NK cell","GO:0030101",8
"NATURAL KILLER CELL ACTIVATION","ULBP3","Activation, NK cell","Innate","Cells","NK cell","GO:0030101",8
"NATURAL KILLER CELL ACTIVATION","ULBP2","Activation, NK cell","Innate","Cells","NK cell","GO:0030101",8
"NATURAL KILLER CELL ACTIVATION","ULBP1","Activation, NK cell","Innate","Cells","NK cell","GO:0030101",8
"NATURAL KILLER CELL ACTIVATION","NCR3","Activation, NK cell","Innate","Cells","NK cell","GO:0030101",8
"NATURAL KILLER CELL ACTIVATION","KLRC4-KLRK1","Activation, NK cell","Innate","Cells","NK cell","GO:0030101",8
"NATURAL KILLER CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","IFNA8","Activation, Immune response, NK cell","Innate","Cells","NK cell","GO:0002323",3
"NATURAL KILLER CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","IFNE","Activation, Immune response, NK cell","Innate","Cells","NK cell","GO:0002323",3
"NATURAL KILLER CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","IL12B","Activation, Immune response, NK cell","Innate","Cells","NK cell","GO:0002323",3
"NATURAL KILLER CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","IFNA1","Activation, Immune response, NK cell","Innate","Cells","NK cell","GO:0002323",3
"NATURAL KILLER CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","IFNA2","Activation, Immune response, NK cell","Innate","Cells","NK cell","GO:0002323",3
"NATURAL KILLER CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","IFNA4","Activation, Immune response, NK cell","Innate","Cells","NK cell","GO:0002323",3
"NATURAL KILLER CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","IFNA5","Activation, Immune response, NK cell","Innate","Cells","NK cell","GO:0002323",3
"NATURAL KILLER CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","IFNA6","Activation, Immune response, NK cell","Innate","Cells","NK cell","GO:0002323",3
"NATURAL KILLER CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","IFNA7","Activation, Immune response, NK cell","Innate","Cells","NK cell","GO:0002323",3
